id,Price,Year,Mileage,City,State,Make,Model
851370,,2013,24694,Round Rock, TX,Honda,FitSport
851371,,2015,21911,Denton, TX,Kia,OptimaLX
851372,,2017,14027,Del City, OK,Nissan,Altima3.5
851373,,2007,87891,Shelby Township, MI,Nissan,MuranoAWD
851374,,2014,19006,Louisville, KY,BMW,2
851375,,2012,64858,Pensacola, FL,Volkswagen,Golf
851376,,2015,23542,Blair, NE,Dodge,DurangoAWD
851377,,2017,5406,San Antonio, TX,Nissan,Altima2.5
851378,,2017,4315,Marlow Heights, MD,BMW,3
851379,,2014,29220,Rosell, IL,Chevrolet,Impala2LTZ
851380,,2013,64145,Suffolk, VA,Mercedes-Benz,GLK-ClassGLK350
851381,,2007,132364,Falls Chruch, VA,Jeep,Wrangler4WD
851382,,2017,37152,New York, NY,Hyundai,Sonata2.4L
851383,,2014,31500,Glen Allen, VA,Ford,F-1504WD
851384,,2014,30382,HARVEY, LA,INFINITI,Q60
851385,,2016,31776,Conroe, TX,Chevrolet,TraverseFWD
851386,,2016,40943,Irving, TX,Jeep,CompassLatitude
851387,,2014,24589,Georgetown, TX,Mazda,Mazda3i
851388,,2015,89272,Smyrna, GA,Chevrolet,Malibu1LT
851389,,2007,146311,Marrero, LA,Toyota,RAV42WD
851390,,2015,14725,Marlow Heights, MD,BMW,4
851391,,2011,98464,Dallas, TX,Dodge,Grand
851392,,2013,32205,Inwood, NY,Nissan,AltimaSedan
851393,,2014,30613,Springfield, NJ,Honda,CR-VEX
851394,,2012,84160,Butte, MT,Cadillac,CTS
851395,,2015,19740,Dallas, TX,Hyundai,Sonata2.4L
851396,,2017,22924,Katy, TX,Chevrolet,TraverseFWD
851397,,2017,13323,Carrollton, TX,GMC,Sierra
851398,,2009,149773,Tulsa, OK,Buick,EnclaveFWD
851399,,2013,54389,Layton, UT,Honda,Civic
851400,,2016,18910,Montclair, CA,Jeep,Wrangler
851401,,2017,6872,Americus, GA,Chevrolet,EquinoxFWD
851402,,2013,6288,Madison, TN,Porsche,911Carrera
851403,,2013,90766,Salem, OR,Ford,TaurusSEL
851404,,2014,41596,Clarksville, IN,Volkswagen,Jetta
851405,,2015,14221,Centennial, CO,GMC,CanyonCrew
851406,,2017,19538,Selma, CA,Ram,1500SLT
851407,,2016,39162,Milwaukie, OR,Ford,FiestaSedan
851408,,2014,19992,Selma, TX,Chevrolet,Silverado
851409,,2012,58439,Omaha, NE,Lexus,ES
851410,,2008,92002,Indianapolis, IN,BMW,3
851411,,2010,143506,Great Falls, MT,Subaru,Forester4dr
851412,,2014,63699,Las Vegas, NV,Chevrolet,CamaroCoupe
851413,,2017,27858,Tucson, AZ,Chevrolet,MalibuLT
851414,,2016,29003,Pleasanton, CA,Mercedes-Benz,E-ClassE350
851415,,2010,78400,Universal City, TX,Chevrolet,Camaro2dr
851416,,2009,141900,Naugatuck, CT,Chevrolet,Suburban4WD
851417,,2014,46178,Willimantic, CT,Mazda,Mazda3s
851418,,2017,2877,Mooresville, NC,Chevrolet,MalibuLT
851419,,2013,101000,Carrollton, TX,INFINITI,JX35JX35
851420,,2009,71410,Mission Viejo, CA,Nissan,MuranoAWD
851421,,2010,135829,Pensacola, FL,Mitsubishi,Galant4dr
851422,,2016,40268,Westminster, MD,Chrysler,Town
851423,,2015,31044,Missoula, MT,Chevrolet,CruzeLS
851424,,2014,71203,Mt Pleasant, MI,GMC,Sierra
851425,,2014,24998,Hillsboro, OR,Jeep,Grand
851426,,2013,61618,Orlando, FL,Honda,PilotLX
851427,,2013,79524,Merriam, KS,Chevrolet,Cruze1LT
851428,,2014,21582,ROANOKE, VA,Honda,CR-VLX
851429,,2017,11555,Costa Mesa, CA,Nissan,PathfinderSV
851430,,2010,103913,Olive Branch, MS,Ford,Fusion4dr
851431,,2013,53000,Little Rock, AR,Subaru,Forester2.5X
851432,,2006,94284,Tucson, AZ,BMW,6
851433,,2017,1487,Brooklyn Center, MN,Honda,Accord
851434,,2011,151001,Minneapolis, MN,Chevrolet,TraverseFWD
851435,,2006,155530,Greeley, CO,GMC,Sierra
851436,,2015,31215,Cockeysville, MD,GMC,AcadiaAWD
851437,,2013,84954,Snellville, GA,Toyota,"SiennaLimited,"
851438,,2010,19248,St Cloud, MN,Chevrolet,Express
851439,,2014,29085,Spokane, WA,Toyota,CorollaECO
851440,,2013,63882,Cerritos, CA,Toyota,CamryXLE
851441,,2015,52127,Franklin, TN,Jeep,Wrangler
851442,,2007,66625,Hemet, CA,Lincoln,MKXFWD
851443,,2013,53379,Yorkville, NY,Chevrolet,Silverado
851444,,2017,1994,North Aurora, IL,Jeep,Wrangler
851445,,2017,9921,Huntley, IL,Lincoln,MKZReserve
851446,,2016,42221,Conyers, GA,Kia,OptimaLX
851447,,2014,24426,Canton, MA,Acura,TSX5-Speed
851448,,2017,5136,Miami, FL,INFINITI,QX80RWD
851449,,2013,95318,Dallas, TX,Chevrolet,TahoeLT
851450,,2010,98849,Brooklyn Center, MN,Honda,Civic
851451,,2017,30454,Pelham, AL,Nissan,MaximaSV
851452,,2015,49102,Poway, CA,Hyundai,Sonata2.4L
851453,,2017,15869,Evanston, IL,GMC,AcadiaAWD
851454,,2016,33076,Mountain View, CA,Nissan,SentraSV
851455,,2011,86689,Saugus, MA,Nissan,MuranoAWD
851456,,2014,30740,Colma, CA,Volkswagen,TiguanSE
851457,,2008,114754,Concord, CA,Acura,TL4dr
851458,,2010,92062,Corpus Christi, TX,Jeep,Wrangler
851459,,2014,6857,Riverside, CA,Mercedes-Benz,B-ClassElectric
851460,,2016,3987,Cincinnati, OH,Honda,Civic
851461,,2011,109953,Mission Hills, CA,Toyota,Prius5dr
851462,,2015,18954,Golden, CO,Volkswagen,Jetta
851463,,2017,17391,San Antonio, TX,BMW,X1sDrive28i
851464,,2015,15835,Goldsboro, NC,GMC,Sierra
851465,,2012,33943,East Stroudsburg, PA,Ford,Econoline
851466,,2016,10701,Puyallup, WA,Chevrolet,Silverado
851467,,2017,23619,Fort Worth, TX,Chevrolet,MalibuLT
851468,,2013,42160,Greenville, SC,Acura,RDXBase
851469,,2017,24470,Nashville, TN,Chevrolet,MalibuLT
851470,,2013,35000,Charlotte, NC,Lexus,LS
851471,,2013,63689,Stonington, CT,BMW,X1xDrive28i
851472,,2014,17121,Wappingers Falls, NY,Volkswagen,Jetta
851473,,2016,34764,Arlington, TX,Ford,FocusSedan
851474,,2013,80351,Georgetown, TX,Ford,TaurusLimited
851475,,2015,34341,East Providence, RI,Nissan,Pathfinder4WD
851476,,2017,13,Kennesaw, GA,Kia,Sportage2WD
851477,,2012,66274,Northampton, MA,Honda,CR-VEX-L
851478,,2011,100605,Burlington, MA,Honda,Odyssey5dr
851479,,2014,55723,Fayetteville, TN,Toyota,CorollaLE
851480,,2017,6747,Friendswood, TX,Cadillac,CTS
851481,,2014,32799,Puyallup, WA,Dodge,ChargerRT
851482,,2007,186126,Longmont, CO,Chevrolet,Tahoe4WD
851483,,2009,69767,Richmond, VA,Acura,TL4dr
851484,,2014,46432,Great Neck, NY,Mercedes-Benz,C-ClassC300
851485,,2006,130667,Fredericksburg, VA,Nissan,Maxima4dr
851486,,2015,36468,McDonough, GA,Honda,Civic
851487,,2011,67409,Walnut Creek, CA,Land,Rover
851488,,2008,152638,Troutman, NC,Honda,Civic
851489,,2010,110804,Hattiesburg, MS,Toyota,4RunnerRWD
851490,,2014,43719,Hazelwood, MO,Chevrolet,Traverse2LT
851491,,2010,59631,Louisville, KY,Ford,F-1504WD
851492,,2017,12870,Kingman, AZ,Chevrolet,CruzeSedan
851493,,2015,35571,Westminster, CO,Nissan,RogueSV
851494,,2015,39551,Cathedral City, CA,Ram,"1500Longhorn,"
851495,,2007,58797,Pompano Beach, FL,Volkswagen,GTI2dr
851496,,2014,34906,Medina, MN,Mercedes-Benz,GL-ClassGL450
851497,,2010,118199,Bedford, OH,Nissan,Sentra4dr
851498,,2015,38343,San Antonio, TX,Lexus,RX
851499,,2014,20626,Homosassa, FL,Cadillac,XTSLuxury
851500,,2017,24373,Fontana, CA,Ford,Super
851501,,2014,46163,Marshfield, MO,Kia,RioSedan
851502,,2016,8017,Prince George, VA,Ram,"1500Longhorn,"
851503,,2013,47871,Monroe, LA,Hyundai,TucsonGLS
851504,,2006,21859,Belle Plaine, MN,Chevrolet,Corvette2dr
851505,,2015,23177,El Cerrito, CA,Nissan,Altima2.5
851506,,2014,38055,McDonough, GA,Toyota,RAV44X2
851507,,2008,66900,Stone Mountain, GA,Chevrolet,Silverado
851508,,2017,2750,Roseville, CA,Honda,Civic
851509,,2015,46490,Wallace, NC,Ford,Expedition
851510,,2014,20393,Dublin, OH,Honda,Accord
851511,,2017,10,Waite Park, MN,Ram,1500Express
851512,,2017,22171,Grand Rapids, MI,Nissan,FrontierCrew
851513,,2016,42026,Calumet, IL,Lincoln,MKXAWD
851514,,2015,14632,Harrisonburg, VA,Nissan,Altima2.5
851515,,2005,87438,Everett, WA,Chevrolet,Silverado
851516,,2016,35987,Nashville, TN,Nissan,Altima2.5
851517,,2016,21128,Jasper, GA,Chevrolet,Silverado
851518,,2016,29110,Lexington, KY,Chevrolet,Silverado
851519,,2003,29604,Neptune City, NJ,Ford,F-1502WD
851520,,2014,40213,Lancaster, MA,Toyota,RAV44X4
851521,,2016,6143,Missoula, MT,GMC,Sierra
851522,,2008,113107,Belford, NJ,Jeep,Liberty4WD
851523,,2017,1534,Ottumwa, IA,Mazda,MX-5
851524,,2013,90704,National City, CA,Mazda,Mazda2Sport
851525,,2016,32049,Kennesaw, GA,Nissan,MuranoFWD
851526,,2012,55114,Greensboro, NC,Nissan,Sentra4dr
851527,,2016,39886,Lancaster, CA,Nissan,VersaSV
851528,,2012,79533,Columbus, OH,BMW,7
851529,,2006,101389,Alexandria, VA,Lexus,RX
851530,,2015,22568,Fargo, ND,Ram,"1500Laramie,"
851531,,2017,47577,Hattiesburg, MS,Ford,FusionTitanium
851532,,2016,1639,Concord, NC,Ram,25004WD
851533,,2012,45796,Orlando, FL,Kia,SorentoAWD
851534,,2015,35037,Boulder, CO,Jeep,Wrangler
851535,,2016,43815,Portland, OR,Nissan,VersaS
851536,,2014,74503,San Antonio, TX,Lexus,IS
851537,,2011,54410,Orland Park, IL,Mercedes-Benz,M-Class4MATIC
851538,,2008,74258,Spokane, WA,Pontiac,G64dr
851539,,2006,141650,Englewood, CO,Acura,TLAutomatic
851540,,2007,131704,Hollywood, FL,Chevrolet,Tahoe2WD
851541,,2014,41969,Waco, TX,Nissan,Rogue
851542,,2013,133148,Clayton, NC,Ford,FocusHatchback
851543,,2013,27099,Honolulu, HI,Nissan,LEAFSV
851544,,2014,48646,Westwood, MA,Mercedes-Benz,M-ClassML550
851545,,2014,29405,Langhorne, PA,Toyota,Prius
851546,,2010,86360,Sarasota, FL,Mercedes-Benz,E-Class4dr
851547,,2014,58803,Colma, CA,Nissan,Altima2.5
851548,,2014,59881,Middletown, CT,Toyota,HighlanderAWD
851549,,2012,58582,Lexington, KY,Chevrolet,Silverado
851550,,2013,36438,Bethlehem, PA,Hyundai,VelosterRE:MIX
851551,,2015,58053,Graham, NC,Jeep,PatriotAltitude
851552,,2016,26023,Chamblee, GA,Kia,SorentoSX
851553,,2014,34012,Enfield, CT,Honda,Civic
851554,,2011,106539,Stockbridge, GA,Honda,Accord
851555,,2013,26771,Beaverton, OR,BMW,3
851556,,2011,91118,Englewood, NJ,Volvo,XC60AWD
851557,,2016,22627,Houston, TX,INFINITI,Q70LV6
851558,,2014,60204,Bronx, NY,Ford,EscapeTitanium
851559,,2015,13807,Galveston, TX,Chevrolet,Silverado
851560,,2017,26293,Gautier, MS,Mitsubishi,OutlanderES
851561,,2014,14613,Ft. Lauderdale, FL,Nissan,Altima2.5
851562,,2007,86315,Jersey City, NJ,Chrysler,Aspen4WD
851563,,2014,95412,Hattiesburg, MS,Chevrolet,Silverado
851564,,2012,94940,Worcester, MA,Subaru,Outback2.5i
851565,,2014,19998,West Springfield, MA,Volkswagen,Jetta
851566,,2014,54495,San Jose, CA,BMW,X5sDrive35i
851567,,2012,55489,Countryside, IL,Jeep,Liberty4WD
851568,,2012,39419,Concord, NC,Jeep,Wrangler4WD
851569,,2002,225204,Anaheim, CA,Toyota,Tacoma2WD
851570,,2013,33281,Stafford, VA,Chevrolet,CruzeLS
851571,,2015,34300,Scarsdale, NY,Chevrolet,Silverado
851572,,2014,32955,Wappingers Falls, NY,Ford,EdgeSEL
851573,,2015,29887,Portsmouth, NH,GMC,Sierra
851574,,2006,116950,Ridgewood, NY,Ford,Five
851575,,2009,125669,Phoenix, AZ,Mercedes-Benz,C-Class4dr
851576,,2017,30939,San Diego, CA,Dodge,JourneySXT
851577,,2014,37459,Orlando, FL,Audi,S4quattro
851578,,2012,110277,Colorado Springs, CO,Jeep,Wrangler4WD
851579,,2012,62356,Houston, TX,MINI,Cooper
851580,,2015,18966,Pelham, AL,Volkswagen,Golf4-Door
851581,,2006,164599,Savannah, GA,Jeep,Wrangler2dr
851582,,2015,19123,Delray Beach, FL,Kia,Optima
851583,,2014,28606,Warrenton, VA,Chevrolet,Silverado
851584,,2011,114186,Grapevine, TX,Ford,Super
851585,,2012,44653,Collinsville, IL,Jeep,Wrangler
851586,,2011,69334,Aurora, CO,Honda,Accord
851587,,2016,19662,Boerne, TX,Ford,EscapeFWD
851588,,2011,97102,Fresno, CA,INFINITI,M374dr
851589,,2009,110854,Riverside, CA,Mazda,CX-9FWD
851590,,2013,50499,Atlanta, GA,Toyota,AvalonLimited
851591,,2008,16481,Alpharetta, GA,Ferrari,4302dr
851592,,2015,20460,New Athens, IL,Dodge,JourneyR/T
851593,,2017,10182,Vista, CA,Ram,1500Big
851594,,2017,17970,Layton, UT,Ford,EdgeTitanium
851595,,2015,23194,Maumee, OH,Volkswagen,Passat4dr
851596,,2015,27007,Roswell, GA,Lexus,RC
851597,,2013,87112,Norcross, GA,Nissan,AltimaSedan
851598,,2015,29931,Ft. Lauderdale, FL,BMW,3
851599,,2008,114319,Vernon, CT,Toyota,Yaris4dr
851600,,2016,42641,Wytheville, VA,Jeep,CompassLatitude
851601,,2011,17019,SAN FRANCISCO, CA,Rolls-Royce,Ghost4dr
851602,,2008,122736,Lakewood, CO,Chevrolet,Malibu4dr
851603,,2003,231583,Addison, TX,GMC,Sierra
851604,,2003,135222,Hooksett, NH,Ford,Explorer4dr
851605,,2016,18573,Chesapeake, VA,Nissan,SentraSV
851606,,2014,52206,Columbia, IL,Chevrolet,Silverado
851607,,2012,93559,Frederick, MD,Chevrolet,CruzeSedan
851608,,2008,30321,Turnwater, WA,Pontiac,Solstice2dr
851609,,2014,28101,Stanton, CA,Mitsubishi,OutlanderES
851610,,2011,49832,Westminster, MD,Toyota,Corolla4dr
851611,,2016,34543,Lafayette, LA,Subaru,Outback3.6R
851612,,2016,41578,Columbia, SC,Ford,FocusHatchback
851613,,2005,70574,Charlotte, NC,Nissan,350Z2dr
851614,,2006,116007,TACOMA, WA,Acura,TLAutomatic
851615,,2016,30834,Elkhart, IN,Chrysler,Town
851616,,2008,84649,Sacramento, CA,Nissan,350Z2dr
851617,,2007,136712,Tucson, AZ,Toyota,Camry4dr
851618,,2015,33627,Brentwood, CA,Honda,Civic
851619,,2011,71106,Manahawkin, NJ,GMC,Sierra
851620,,2010,39404,San Juan Capistrano, CA,Volkswagen,GTI4dr
851621,,2016,20197,Olive Branch, MS,Hyundai,GenesisV6
851622,,2017,20758,Liberty, NY,Cadillac,CTS
851623,,2009,76073,Fullerton, CA,Volkswagen,Touareg
851624,,2017,16241,Chantilly, VA,Toyota,CorollaLE
851625,,2016,13047,Flagstaff, AZ,Ford,FusionSE
851626,,2017,19002,Nanuet, NY,Nissan,PathfinderSL
851627,,2016,45080,Nashua, NH,Volkswagen,Jetta
851628,,2017,2454,Palm Coast, FL,Ford,MustangGT
851629,,2016,43614,Bristol, CT,Dodge,Grand
851630,,2017,9127,Brooklyn Park, MN,Ram,1500Big
851631,,2013,94380,Milford, CT,Subaru,Legacy2.5i
851632,,2017,16003,Merriam, KS,Chevrolet,CruzeSedan
851633,,2015,4183,Houston, TX,Dodge,Durango2WD
851634,,2015,29228,Brooklyn Park, MN,Nissan,MuranoAWD
851635,,2014,24634,Myrtle Beach, SC,Ford,EscapeSE
851636,,2017,1290,Lynnwood, WA,Chevrolet,CamaroConvertible
851637,,2014,59552,Charlotte, NC,Chevrolet,SonicHatchback
851638,,2014,66541,Covington, KY,Lexus,GS
851639,,2013,42379,Chantilly, VA,Kia,Optima
851640,,2014,18185,Needham Heights, MA,Ford,FocusSedan
851641,,2016,34010,Brighton, MI,Buick,LaCrosseFWD
851642,,2012,81273,Branford, CT,Honda,Accord
851643,,2010,89960,San Diego, CA,Nissan,Frontier2WD
851644,,2010,91966,Broken Arrow, OK,Ford,F-1502WD
851645,,2013,72383,Garland, TX,Dodge,ChargerSE
851646,,2014,41360,Thomaston, CT,Mazda,CX-9Touring
851647,,2014,53518,Pembroke Pines, FL,Ram,"1500Laramie,"
851648,,2013,72564,Urbandale, IA,Lincoln,Navigator4WD
851649,,2007,100676,SAN FRANCISCO, CA,Chevrolet,Silverado
851650,,2014,42891,Eden, NC,Ford,F-1504WD
851651,,2017,26075,Tucson, AZ,Ford,Escape4WD
851652,,2014,29084,Souderton, PA,Chevrolet,Cruze1LT
851653,,2007,104600,Rogers, MN,Jeep,Grand
851654,,2015,26586,Perkasie, PA,BMW,X1xDrive35i
851655,,2014,58635,Downey, CA,Hyundai,Genesis
851656,,2001,200489,Chesapeake, VA,Jeep,Wrangler2dr
851657,,2007,104234,Lakewood, CO,Jeep,Commander2WD
851658,,2015,42273,Long Island City, NY,Chevrolet,Tahoe4WD
851659,,2014,58444,MONMOUTH JUNCTION, NJ,Lexus,RX
851660,,2014,19990,Torrance, CA,Jeep,CherokeeSport
851661,,2016,41245,Bessemer, AL,Nissan,Altima2.5
851662,,2014,45628,Puyallup, WA,Kia,Optima
851663,,2016,29758,Leesville, LA,Nissan,FrontierCrew
851664,,2016,24624,Mount Juliet, TN,Mazda,CX-52016.5
851665,,2007,90293,Cleveland, OH,Buick,LaCrosse4dr
851666,,2016,9748,Lincoln, NE,BMW,3
851667,,2015,47779,Dickson, TN,Dodge,Durango2WD
851668,,2010,149022,Hamilton Square, NJ,Ford,Explorer4WD
851669,,2017,16,Clive, IA,Lexus,RXRX
851670,,2011,157294,Spokane Valley, WA,Ford,Ranger4WD
851671,,2016,36589,Vacaville, CA,Kia,SedonaLX
851672,,2015,39415,Lake Orion, MI,GMC,Yukon
851673,,2017,28174,Providence, RI,Kia,ForteLX
851674,,2016,33193,Sanford, FL,Kia,OptimaLX
851675,,2015,47846,Westport, CT,Lexus,RX
851676,,2010,69080,North Charleston, SC,BMW,5
851677,,2016,19108,Pensacola, FL,Ford,MustangConvertible
851678,,2017,23666,Watseka, IL,Dodge,Grand
851679,,2016,33437,Geenville, SC,Hyundai,AccentSE
851680,,2015,64614,Cathedral City, CA,Nissan,Versa1.6
851681,,2017,15573,Houston, TX,Ford,MustangEcoBoost
851682,,2016,8594,Manchester, NH,Subaru,BRZSeries.HyperBlue
851683,,2016,18788,Owings Mills, MD,Audi,A3Sedan
851684,,2006,156000,Sacramento, CA,HUMMER,H34dr
851685,,2015,21553,Porterville, CA,Chevrolet,Silverado
851686,,2007,139303,Conroe, TX,GMC,Yukon
851687,,2010,92456,Fredericksburg, VA,BMW,6
851688,,2009,190736,Alpharetta, GA,Dodge,Ram
851689,,2012,44525,Staunton, VA,Dodge,Avenger4dr
851690,,2015,28497,Littleton, CO,Nissan,MuranoAWD
851691,,2016,32194,Millington, TN,Chevrolet,EquinoxFWD
851692,,2010,99390,Downey, CA,Ford,Fusion4dr
851693,,2016,17986,Winnsboro, LA,Honda,OdysseySE
851694,,2012,75339,Gladstone, OR,Ford,Fiesta5dr
851695,,2017,11905,Gulfport, MS,Dodge,ChallengerR/T
851696,,2013,54527,Doral, FL,Toyota,Yaris3-Door
851697,,2014,36794,San Francisco, CA,BMW,3
851698,,2012,82800,San Juan Capistrano, CA,Nissan,Quest4dr
851699,,2015,11699,Oconomowoc, WI,Jeep,CherokeeLatitude
851700,,2017,19874,Houston, TX,Chevrolet,TahoePremier
851701,,2015,39251,Liberty, MO,GMC,Sierra
851702,,2014,35697,Torrance, CA,MINI,Cooper
851703,,2015,33439,Bellevue, WA,Audi,SQ5quattro
851704,,2012,74232,Raleigh, NC,Jeep,Liberty4WD
851705,,2015,31105,CREVE COEUR, MO,Chevrolet,Tahoe4WD
851706,,2017,15224,San Mateo, CA,Ford,EscapeFWD
851707,,2015,46581,Norwalk, CA,BMW,5
851708,,2014,18050,Hamilton, OH,Buick,VeranoLeather
851709,,2011,89105,Dover, NH,Nissan,Frontier4WD
851710,,2008,78578,Homewood, IL,Ford,Escape4WD
851711,,2015,36317,Albuquerque, NM,Honda,Accord
851712,,2006,146000,Pasadena, TX,Nissan,PathfinderSE
851713,,2015,5807,Orlando, FL,MINI,Cooper
851714,,2016,34259,Tifton, GA,Toyota,CamrySE
851715,,2015,21103,Tallahassee, FL,Toyota,RAV44X2
851716,,2016,45859,Marlow Heights, MD,Toyota,RAV4FWD
851717,,2014,35325,Omaha, NE,Jeep,PatriotSport
851718,,2014,19831,Fairfield, CA,Toyota,Yaris5-Door
851719,,2015,28807,Worcester, MA,Mazda,CX-5Grand
851720,,2011,81199,Hazle Township, PA,Hyundai,TucsonFWD
851721,,2017,41560,West Covina, CA,Hyundai,Santa
851722,,2016,34481,Fort Lauderdale, FL,Nissan,VersaSV
851723,,2014,68043,Longs, SC,Chevrolet,Silverado
851724,,2008,94074,McKinney, TX,Chevrolet,Cobalt4dr
851725,,2017,17012,Valencia, CA,Hyundai,Santa
851726,,2014,80695,El Paso, TX,Nissan,MuranoAWD
851727,,2014,29373,Van Wert, OH,Ford,F-1504WD
851728,,2016,33686,Muscle Shoals, AL,Ford,MustangConvertible
851729,,2016,43530,Columbus, OH,Toyota,Tacoma4WD
851730,,2006,79508,Alpharetta, GA,Jeep,Liberty4dr
851731,,2016,14648,Colville, WA,Jeep,Wrangler
851732,,2011,89321,Scottsdale, AZ,Cadillac,CTS
851733,,2017,7302,Huntersville, NC,Chevrolet,SonicSedan
851734,,2014,91581,Zionsville, IN,Ford,FusionSE
851735,,2010,100823,San Antonio, TX,Chevrolet,EquinoxFWD
851736,,2017,33665,SEYMOUR, IN,Chevrolet,Express
851737,,2014,32247,West Palm Beach, FL,Honda,Civic
851738,,2015,22970,Daytona Beach, FL,Nissan,Altima2.5
851739,,2015,11799,Shrewsbury, NJ,Jeep,Grand
851740,,2015,58730,Morrow, GA,Toyota,"SiennaLE,"
851741,,2016,12952,Naperville, IL,BMW,4
851742,,2016,24220,Tucson, AZ,Nissan,NV1500
851743,,2016,25162,Des Moines, IA,Chevrolet,Silverado
851744,,2009,178443,Franklin, TN,Saturn,Sky2dr
851745,,2014,28215,Richmond, VA,BMW,5
851746,,2001,112640,Kansas City, MO,Chrysler,PT
851747,,2017,8152,Greensboro, NC,Land,Rover
851748,,2014,24233,Golden, CO,Subaru,Outback2.5i
851749,,2013,83667,Miamisburg, OH,Lexus,RX
851750,,2015,23161,Bayside, NY,Toyota,SiennaXLE
851751,,2016,38701,Seattle, WA,Toyota,CamryLE
851752,,2015,28763,Orlando, FL,Subaru,Outback2.5i
851753,,2016,24568,Houston, TX,Nissan,RogueSV
851754,,2015,79221,Birmingham, AL,Toyota,Tundra
851755,,2016,11580,Rochelle Park, NJ,INFINITI,Q50AWD
851756,,2017,34707,Woburn, MA,Ford,Escape4WD
851757,,2014,25237,Aiea, HI,Jaguar,F-TYPEF-Type
851758,,2014,42440,Worthington, OH,Nissan,Altima2.5
851759,,2017,14038,Farmington, NM,Nissan,Armada4WD
851760,,2013,42600,Escondido, CA,Volkswagen,Passat4dr
851761,,2014,27020,Texarkana, TX,Cadillac,ATS2.5L
851762,,2013,125366,Santa Ana, CA,Volkswagen,Jetta
851763,,2014,68750,Bonham, TX,Ram,1500Laramie
851764,,2012,67494,Gardner, MA,Ram,55004WD
851765,,2014,13083,Lancaster, OH,Kia,SoulAutomatic
851766,,2014,34119,Aurora, CO,Ford,EscapeSE
851767,,2005,120100,Tampa, FL,Hyundai,Accent3dr
851768,,2008,169259,Orangburg, SC,Chevrolet,Silverado
851769,,2017,38100,Saint Paul, MN,Hyundai,Santa
851770,,2014,23719,Naperville, IL,Volkswagen,Jetta
851771,,2016,16477,Chesapeake, VA,Mazda,Mazda6Touring
851772,,2016,36836,Chino, CA,Buick,EnclaveLeather
851773,,2017,17376,Plantation, FL,Dodge,JourneySXT
851774,,2016,17843,Chicago, IL,Mazda,MX5
851775,,2016,44475,Valdosta, GA,Hyundai,Sonata2.4L
851776,,2014,40065,Columbia, SC,Kia,ForteEX
851777,,2011,73615,Sacramento, CA,Hyundai,Sonata4dr
851778,,2008,78996,Avon, IN,Toyota,Corolla4dr
851779,,2015,21858,Rochelle Park, NJ,Acura,TLXFWD
851780,,2015,44155,Chicago, IL,Toyota,CamrySE
851781,,2016,34675,Pocatello, ID,Ford,FocusHatchback
851782,,2011,147364,Sunland, CA,Ram,25002WD
851783,,2014,41153,Clovis, NM,Hyundai,Elantra4dr
851784,,2015,39918,Valencia, CA,Audi,Q52.0T
851785,,2015,37127,Leesburg, GA,Scion,tCAutomatic
851786,,2005,126312,Brooklyn Park, MN,Lexus,RX
851787,,2016,29300,Phoenix, AZ,Toyota,Tacoma2WD
851788,,2013,44476,Chantilly, VA,Volkswagen,Golf2.5L
851789,,2017,20450,Victorville, CA,Chevrolet,MalibuLT
851790,,2016,36946,San Jose, CA,Toyota,4Runner4WD
851791,,2009,64249,Manassas, VA,Toyota,Camry4dr
851792,,2016,40171,Pottsville, PA,Jeep,CompassLatitude
851793,,2011,66054,Perrysburg, OH,Kia,Sorento2WD
851794,,2016,21883,Carrollton, TX,INFINITI,Q50RWD
851795,,2008,153318,Orlando, FL,Chevrolet,Tahoe2WD
851796,,2016,22241,Lansing, IL,Hyundai,AzeraSedan
851797,,2015,39395,Warrenton, MO,Volkswagen,Passat1.8T
851798,,2015,56238,Omaha, NE,Hyundai,AccentGLS
851799,,2016,49565,Mobile, AL,Ford,FusionSE
851800,,2013,44583,Albuquerque, NM,Hyundai,Sonata4dr
851801,,2009,131235,Jacksonville, FL,Cadillac,Escalade2WD
851802,,2015,28707,North Richland Hills, TX,Toyota,CorollaLE
851803,,2012,73888,St Louis, MO,Ford,EscapeFWD
851804,,2014,40439,West Allis, WI,Lincoln,MKZFWD
851805,,1999,150614,Shoreline, WA,Suzuki,Grand
851806,,2016,13239,Avondale, AZ,Volkswagen,Jetta
851807,,2007,123700,Cranston, RI,Ford,Super
851808,,2001,279654,Springdale, AR,Dodge,CaravanSE
851809,,2014,35009,Loma Linda, CA,Honda,Accord
851810,,2014,33578,Houston, TX,Chevrolet,Silverado
851811,,2014,30000,Waseca, MN,Ford,FocusHatchback
851812,,2015,20075,Alexandria, VA,Land,Rover
851813,,2014,22931,Orlando, FL,Lincoln,MKZFWD
851814,,2015,95476,Orangburg, SC,Chevrolet,Impala2LT
851815,,2012,61832,Indiana, PA,Jeep,Liberty4WD
851816,,2014,36350,Allentown, PA,Jeep,Wrangler
851817,,2017,18431,Macon, GA,INFINITI,QX60FWD
851818,,2017,17600,Germantown, MD,Nissan,QuestSV
851819,,2016,4856,Miami, FL,GMC,Sierra
851820,,2012,43422,Laurel, MD,Dodge,Avenger4dr
851821,,2015,30395,Delano, CA,Chevrolet,Suburban2WD
851822,,2010,115500,Roseville, CA,Mercedes-Benz,M-Class4MATIC
851823,,2002,170000,Cascade, ID,Dodge,StratusSE
851824,,2014,20163,Broomfield, CO,MINI,Cooper
